company_name,total_promoter_holding_pct,promoter_shares_encumbered,promoter_shares_encumbered_pct
Poddar Housing and Development Limited,    53.03,1263080,    32.78
Poly Medicure Limited,    53.15,0,     0.00
Polycab India Limited,    65.24,0,     0.00
Polyplex Corporation Limited,    26.69,8375084,    99.94
Ponni Sugars (Erode) Limited,    42.36,0,     0.00
Poonawalla Fincorp Limited,    62.65,0,     0.00
Power Finance Corporation Limited,    55.99,0,     0.00
Power Grid Corporation of India Limited,    51.34,0,     0.00
Praj Industries Limited,    32.81,0,     0.00
Prajay Engineers Syndicate Limited,    35.64,0,     0.00
Prakash Industries Limited,    44.24,10570863,    13.34
Prakash Pipes Limited,    44.27,0,     0.00
Prakash Steelage Limited,    33.52,60000,     0.10
Pratibha Industries Limited,    15.70,22758621,    60.74
Praxis Home Retail Limited,    33.16,0,     0.00
Precision Wires India Limited,    57.93,0,     0.00
Precot Limited,    61.51,0,     0.00
Premier Limited,    27.37,0,     0.00
Premier Polyfilm Limited,    67.37,0,     0.00
Prestige Estates Projects Limited,    65.48,0,     0.00
Prime Focus Limited,    69.88,,
Prime Securities Limited,     0.00,0,
Prince Pipes And Fittings Limited,    60.94,400,     0.00
Prism Johnson Limited,    74.87,0,     0.00
Pritish Nandy Communications Limited,    54.84,0,     0.00
Privi Speciality Chemicals Limited,    74.05,0,     0.00
Procter & Gamble Health Limited,    51.82,0,     0.00
Procter & Gamble Hygiene and Health Care Limited,    70.64,0,     0.00
Prozone Realty Limited,    24.39,0,     0.00
Prudential Sugar Corporation Limited,    66.84,0,     0.00
Punj Lloyd Limited,    13.93,0,     0.00
Punjab & Sind Bank,    98.25,0,     0.00
Punjab Chemicals & Crop Protection Limited,    39.22,0,     0.00
Punjab National Bank,    73.15,0,     0.00
Puravankara Limited,    75.00,0,     0.00
Quintegra Solutions Limited,     2.48,4,     0.00
R Systems International Limited,    51.93,0,     0.00
R. S. Software (India) Limited,    40.67,0,     0.00
R.P.P. Infra Projects Limited,    50.88,5010000,    25.79
REC Limited,    52.63,0,     0.00
RHI MAGNESITA INDIA LTD,    56.07,0,     0.00
RKEC Projects Limited,    67.30,9673154,    59.92
RPG Life Sciences Limited,    72.81,0,     0.00
RSWM Limited,    55.69,0,     0.00
Race Eco Chain Limited,    44.79,2340100,    31.79
Radaan Mediaworks India Limited,    51.42,27500000,    98.74
Radha Madhav Corporation Limited,    20.08,2400000,    13.09
Radico Khaitan Limited,    40.26,0,     0.00
Rain Industries Limited,    41.14,0,     0.00
Rainbow Papers Limited,    13.37,4850000,    34.16
Raj Television Network Limited,    71.20,0,     0.00
Rajdarshan Industries Limited,    63.66,0,     0.00
Rajesh Exports Limited,    54.55,0,     0.00
Rajshree Sugars & Chemicals Limited,    40.66,13473621,   100.00
Rajvir Industries Limited,    74.94,2073859,    69.27
Rallis India Limited,    55.08,0,     0.00
Rama Phosphates Limited,    75.00,1769321,    13.33
Ramco Industries Limited,    54.81,1840000,     3.87
Ramco Systems Limited,    51.89,0,     0.00
Ramkrishna Forgings Limited,    43.25,4500000,     5.76
Ramky Infrastructure Limited,    69.81,12412171,    25.70
Rana Sugars Limited,    22.64,0,     0.00
Rane (Madras) Limited,    72.65,0,     0.00
Rane Brake Lining Limited,    70.93,0,     0.00
Rane Engine Valve Limited,    58.32,0,     0.00
Rane Holdings Limited,    46.57,0,     0.00
Rashtriya Chemicals and Fertilizers Limited,    75.00,0,     0.00
Ratnamani Metals & Tubes Limited,    59.77,0,     0.00
RattanIndia Enterprises Limited,    74.96,113152174,    10.92
RattanIndia Power Limited,    44.06,2097598310,    88.65
Ravi Kumar Distilleries Limited,    23.59,0,     0.00
Raymond Limited,    49.14,4761334,    14.55
Redington Limited,     0.00,0,
Refex Industries Limited,    55.28,4034000,     6.31
Regency Ceramics Limited,    60.59,2687159,    16.77
Relaxo Footwears Limited,    71.27,0,     0.00
Reliance Capital Limited,     1.51,130000,     3.40
Reliance Communications Limited,     2.62,0,     0.00
Reliance Home Finance Limited,     0.74,0,     0.00
Reliance Industrial Infrastructure Limited,    45.43,0,     0.00
Reliance Industries Limited,    51.50,0,     0.00
Reliance Infrastructure Limited,    16.61,,
Reliance Naval and Engineering Limited,     0.00,0,
Reliance Power Limited,    23.24,,
Religare Enterprises Limited,     0.00,0,
Remsons Industries Limited,    65.30,0,     0.00
Renaissance Global Limited,    69.55,0,     0.00
Repco Home Finance Limited,    37.13,0,     0.00
Repro India Limited,    46.87,0,     0.00
Responsive Industries Limited,    59.14,2778579,     1.76
Resurgere Mines & Minerals Limited,    18.89,3000000,     7.99
Rico Auto Industries Limited,    50.34,0,     0.00
Rolta India Limited,     2.31,0,     0.00
Rossell India Limited,    74.80,0,     0.00
Royal Orchid Hotels Limited,    63.60,0,     0.00
Ruchi Infrastructure Limited,    66.25,0,     0.00
Ruchira Papers Limited,    68.67,0,     0.00
Rupa & Company Limited,    73.28,0,     0.00
Rushil Decor Limited,    56.39,0,     0.00
S H Kelkar and Company Limited,    58.95,5000000,     6.13
S&S Power Switchgears Limited,    50.21,0,     0.00
S.A.L. Steel Limited,    50.56,19500000,    45.39
SBC Exports Limited,    64.72,33325000,    16.22
SBI Home Finance Limited,    26.00,0,     0.00
SECUREKLOUD TECHNOLOGIES LIMITED,    43.52,1650000,    11.35
SEL Manufacturing Company Limited,    75.00,8946369,    36.00
SEMAC CONSULTANTS LIMITED,    72.61,0,     0.00
SEPC Limited,    26.96,30000000,     7.89
SHREE CEMENT LIMITED,    62.55,0,     0.00
SIL Investments Limited,    63.79,0,     0.00
SIS LIMITED,    71.70,0,     0.00
SJVN Limited,    81.85,0,     0.00
SKF India Limited,    52.58,0,     0.00
SKIL Infrastructure Limited,    56.26,79837477,    65.53
SKM Egg Products Export (India) Limited,    55.11,0,     0.00
SML Isuzu Limited,    43.96,0,     0.00
SMS Lifesciences India Limited,    71.19,0,     0.00
SMS Pharmaceuticals Limited,    64.67,10620000,    19.40
SONAM LIMITED,    72.41,1004174,     6.93
SPL Industries Limited,    68.93,0,     0.00
SPML Infra Limited,    39.35,1967487,    10.21
SRF Limited,    50.30,0,     0.00
STEEL EXCHANGE INDIA LIMITED,    55.41,413974050,    62.38
STL Global Limited,    65.76,0,     0.00
Sab Events & Governance Now Media Limited,    35.97,1528100,    40.52
Sadbhav Engineering Limited,    36.22,49987242,    80.45
Sadbhav Infrastructure Project Limited,    70.34,243204342,    98.17
Sadhana Nitrochem Limited,    65.65,22917442,    14.13
Sagar Cements Limited,    48.31,50444406,    79.89
Saksoft Limited,    71.65,0,     0.00
Sakthi Sugars Limited,    59.83,50323567,    70.77
Sakuma Exports Limited,    61.88,0,     0.00
Salasar Techno Engineering Limited,    63.07,40000000,     4.02
Salona Cotspin Limited,    67.09,0,     0.00
Salzer Electronics Limited,    37.32,1486900,    22.92
Sambhaav Media Limited,    62.93,0,     0.00
Samvardhana Motherson International Limited,    60.36,81780934,     2.00
Sanco Industries Limited,    42.50,0,     0.00
Sangam (India) Limited,    71.00,0,     0.00
Sanghi Industries Limited,    78.52,41601550,    20.51
Sanghvi Movers Limited,    47.25,0,     0.00
Sanofi India Limited,    60.40,0,     0.00
Sanwaria Consumer Limited,    15.34,0,     0.00
Sarda Energy & Minerals Limited,    72.64,0,     0.00
Saregama India Limited,    59.35,0,     0.00
Sarla Performance Fibers Limited,    56.61,0,     0.00
Sasken Technologies Limited,    43.25,0,     0.00
Sastasundar Ventures Limited,    73.92,0,     0.00
Sathavahana Ispat Limited,    39.58,4537831,    22.53
Satia Industries Limited,    52.46,0,     0.00
Satin Creditcare Network Limited,    36.61,0,     0.00
Savita Oil Technologies Limited,    68.92,0,     0.00
Schaeffler India Limited,    74.13,0,     0.00
Schneider Electric Infrastructure Limited,    75.00,0,     0.00
Seamec Limited,    72.04,0,     0.00
Sejal Glass Limited,    77.46,13538,     0.17
Selan Exploration Technology Limited,    30.46,0,     0.00
Sequent Scientific Limited,    52.96,0,     0.00
Servotech Power Systems Limited,    61.35,0,     0.00
Seshasayee Paper and Boards Limited,    42.78,0,     0.00
Setco Automotive Limited,    59.25,74972763,    94.59
Setubandhan Infrastructure Limited,    27.42,0,     0.00
Seya Industries Limited,    64.50,0,     0.00
Shah Alloys Limited,    53.78,,
Shah Metacorp Limited,    36.16,0,     0.00
Shakti Pumps (India) Limited,    51.58,0,     0.00
Shalby Limited,    74.99,0,     0.00
Shalimar Paints Limited,    75.73,18045745,    28.47
Shanthi Gears Limited,    70.47,0,     0.00
Sharda Cropchem Limited,    74.82,0,     0.00
Share India Securities Limited,    53.18,7651000,    37.72
Shekhawati Poly-Yarn Limited,    57.52,31019347,    15.65
Shemaroo Entertainment Limited,    65.77,0,     0.00
Shilpa Medicare Limited,    50.01,39248324,    90.41
Shipping Corporation Of India Limited,    63.75,0,     0.00
Shirpur Gold Refinery Limited,    43.66,5000000,    39.31
Shivam Autotech Limited,    74.80,0,     0.00
Shoppers Stop Limited,    65.54,7077204,     9.82
Shree Pushkar Chemicals & Fertilisers Limited,    68.60,0,     0.00
Shree Ram Proteins Limited,     4.08,0,     0.00
Shree Rama Multi-Tech Limited,    61.57,0,     0.00
Shree Rama Newsprint Limited,    74.76,0,     0.00
Shree Renuka Sugars Limited,    62.48,0,     0.00
Shrenik Limited,    30.72,178955894,    95.18
Shreyans Industries Limited,    50.53,0,     0.00
Shreyas Shipping & Logistics Limited,    70.44,0,     0.00
Shriram Finance Limited,    25.42,0,     0.00
Shyam Century Ferrous Limited,    51.54,0,     0.00
Shyam Metalics And Energy Limited,    74.98,2496,     0.00
Shyam Telecom Limited,    66.16,0,     0.00
Siemens Limited,    75.00,17806012,     6.67
Sigachi Industries Limited,    45.43,32350000,    21.70
Silver Touch Technologies Limited,    74.36,140624,     1.49
Simbhaoli Sugars Limited,    53.33,2632498,    11.96
Simplex Infrastructures Limited,    49.82,0,     0.00
Sintercom India Limited,    69.75,700000,     3.65
Sintex Plastics Technology Limited,     0.08,0,     0.00
Siti Networks Limited,     6.10,0,     0.00
Siyaram Silk Mills Limited,    67.44,0,     0.00
Smartlink Holdings Limited,    72.79,0,     0.00
Smc Global Securities Limited,    67.28,9602205,    13.63
Snowman Logistics Limited,    45.24,0,     0.00
Sobha Limited,    52.28,0,     0.00
Softtech Engineers Limited,    32.04,300000,     7.30
Solar Industries India Limited,    73.15,364498,     0.55
Solara Active Pharma Sciences Limited,    30.49,5266305,    47.99
Soma Textiles & Industries Limited,    72.76,0,     0.00
Somany Ceramics Limited,    55.02,0,     0.00
Sona Blw Precision Forgings Limited,    29.71,423,     0.00
Sonata Software Limited,    29.19,0,     0.00
Southern Petrochemicals Industries Corporation  Limited,    57.23,0,     0.00
Spandana Sphoorty Financial Limited,    59.75,1200000,     2.82
Speciality Restaurants Limited,    50.24,0,     0.00
Spentex Industries Limited,    42.10,37797226,   100.00
Sree Rayalaseema Hi-Strength Hypo Limited,    61.84,0,     0.00
Sreeleathers Limited,    75.00,0,     0.00
Sri Adhikari Brothers Television Network Limited,    51.41,63858,     0.42
Standard Industries Limited,    20.31,0,     0.00
Star Cement Limited,    66.59,208940,     0.08
Star Paper Mills Limited,    44.93,3310758,    47.21
State Bank Of India,    57.99,0,     0.00
Steel Authority of India Limited,    65.00,0,     0.00
Steel City Securities Limited,    70.19,0,     0.00
Steel Strips Wheels Limited,    60.98,,
Stel Holdings Limited,    66.19,0,     0.00
Sterling Tools Limited,    65.77,0,     0.00
Sterling and Wilson Renewable Energy Limited,    52.94,45874291,    37.16
Sterlite Technologies Limited,    53.98,0,     0.00
Stove Kraft Limited,    55.88,2700000,    14.62
Strides Pharma Science Limited,    25.88,17289561,    72.70
Styrenix Performance Materials Limited,    62.73,11031158,   100.00
Subros Limited,    36.79,0,     0.00
Sudarshan Chemical Industries Limited,    33.22,0,     0.00
Sula Vineyards Limited,    26.18,0,     0.00
Sumeet Industries Limited,     0.00,0,
Summit Securities Limited,    74.65,0,     0.00
Sun Pharma Advanced Research Company Limited,    65.67,5920000,     2.78
Sun Pharmaceutical Industries Limited,    54.48,26800000,     2.05
Sun TV Network Limited,    75.00,0,     0.00
Sundaram Brake Linings Limited,    65.54,0,     0.00
Sundaram Finance Limited,    38.68,0,     0.00
Sundaram Multi Pap Limited,    31.11,3272000,     2.22
Sundram Fasteners Limited,    48.51,0,     0.00
Sunflag Iron And Steel Company Limited,    51.16,0,     0.00
Sunteck Realty Limited,    63.24,0,     0.00
Super Spinning Mills Limited,    42.80,0,     0.00
Superhouse Limited,    54.88,0,     0.00
Suprajit Engineering Limited,    44.61,0,     0.00
Supreme Engineering Limited,    41.27,19000000,    18.42
Supreme Industries Limited,    48.85,0,     0.00
Supreme Infrastructure India Limited,    34.68,7462505,    83.73
Surana Telecom and Power Limited,    73.01,0,     0.00
Surya Roshni Limited,    63.32,0,     0.00
Suryalakshmi Cotton Mills Limited,    60.93,10956889,    95.63
Suryoday Small Finance Bank Limited,    22.40,5340000,    22.45
Sutlej Textiles and Industries Limited,    63.96,0,     0.00
Suumaya Industries Limited,    20.38,0,     0.00
Suven Life Sciences Limited,    69.57,0,     0.00
Suzlon Energy Limited,    13.29,0,     0.00
Swan Energy Limited,    53.96,31121000,    18.40
Swaraj Engines Limited,    52.12,0,     0.00
Swelect Energy Systems Limited,    56.37,0,     0.00
Symphony Limited,    73.39,0,     0.00
T T Limited,    58.69,0,     0.00
TATA CONSUMER PRODUCTS LIMITED,    33.57,,
TCPL Packaging Limited,    55.98,0,     0.00
TD Power Systems Limited,    34.27,0,     0.00
TECIL Chemicals and Hydro Power Limited,    47.71,0,     0.00
TGB Banquets And Hotels Limited,    31.71,2922400,    31.47
TIL Limited,    74.99,0,     0.00
TIPS Industries Limited,    63.86,0,     0.00
TITAGARH RAIL SYSTEMS LIMITED,    42.46,32000,     0.06
TREJHARA SOLUTIONS LIMITED,    23.07,344999,    10.30
TRF Limited,    34.12,0,     0.00
TTK Prestige Limited,    70.41,0,     0.00
TV Today Network Limited,    58.45,0,     0.00
TV Vision Limited,    36.61,6073000,    42.82
TV18 Broadcast Limited,    60.40,0,     0.00
TVS Electronics Limited,    59.91,0,     0.00
TVS Holdings Limited,    74.45,2444445,    16.23
TVS Motor Company Limited,    50.27,0,     0.00
TVS Srichakra Limited,    45.70,0,     0.00
Tainwala Chemical and Plastic (I) Limited,    67.45,0,     0.00
Taj GVK Hotels & Resorts Limited,    74.99,0,     0.00
Take Solutions Limited,    53.41,0,     0.00
Talbros Automotive Components Limited,    58.43,0,     0.00
Talwalkars Better Value Fitness Limited,    32.89,7122000,    69.83
Talwalkars Healthclubs Limited,    31.62,7292000,    74.39
Tamil Nadu Newsprint & Papers Limited,    35.32,,
Tamilnadu PetroProducts Limited,    34.54,0,     0.00
Tamilnadu Telecommunication Limited,    63.63,0,     0.00
Tanla Platforms Limited,    44.15,0,     0.00
Tantia Constructions Limited,    58.59,0,     0.00
Tarapur Transformers Limited,    44.63,8416460,    96.71
Tarmat Limited,    33.24,0,     0.00
Tata Chemicals Limited,    37.98,0,     0.00
Tata Communications Limited,    58.86,0,     0.00
Tata Consultancy Services Limited,    71.77,7160000,     0.28
Tata Elxsi Limited,    43.92,0,     0.00
Tata Investment Corporation Limited,    73.38,0,     0.00
Tata Motors Limited,     7.67,0,     0.00
Tata Motors Limited,    46.36,0,     0.00
Tata Power Company Limited,    46.86,0,     0.00
Tata Steel Limited,    33.19,0,     0.00
Tata Teleservices (Maharashtra) Limited,    74.36,0,     0.00
Tci Finance Limited,    24.72,0,     0.00
Teamlease Services Limited,    31.65,84050,     1.58
Teamo Productions HQ Limited,    38.70,70000000,    21.00
Tech Mahindra Limited,    35.09,,
Techindia Nirman Limited,    18.42,0,     0.00
Technocraft Industries (India) Limited,    74.61,0,     0.00
Technofab Engineering Limited,    48.22,1221405,    24.15
Tembo Global Industries Limited,    55.42,610560,     9.92
Tera Software Limited,    47.53,1082420,    18.20
Texmaco Infrastructure & Holdings Limited,    65.17,0,     0.00
Texmaco Rail & Engineering Limited,    48.14,0,     0.00
Texmo Pipes and Products Limited,    44.24,0,     0.00
Thangamayil Jewellery Limited,    67.32,440000,     2.38
The Andhra Sugars Limited,    47.19,1433120,     2.24
The Anup Engineering Limited,    42.74,0,     0.00
The Byke Hospitality Ltd,    42.83,0,     0.00
The Federal Bank  Limited,     1.01,0,     0.00
The Great Eastern Shipping Company Limited,    30.07,0,     0.00
The Hi-Tech Gears Limited,    56.23,0,     0.00
The India Cements Limited,    28.42,40657217,    46.16
The Indian Hotels Company Limited,    38.12,0,     0.00
The Jammu & Kashmir Bank Limited,    59.40,0,     0.00
The Karnataka Bank Limited,     0.00,0,
The Motor & General Finance Limited,    69.57,0,     0.00
The Orissa Minerals Development Company Limited,    50.01,0,     0.00
The Phoenix Mills Limited,    47.28,0,     0.00
The Ramco Cements Limited,    42.29,22274989,    22.29
The Ruby Mills Limited,    74.90,0,     0.00
The Sandesh Limited,    74.81,0,     0.00
The South Indian Bank Limited,     0.00,0,
The State Trading Corporation of India Limited,    90.00,0,     0.00
The Ugar Sugar Works Limited,    44.45,0,     0.00
The United Nilgiri Tea Estates Company Limited,    49.79,0,     0.00
The Western India Plywoods Limited,    40.79,349760,    10.10
Thejo Engineering Limited,    54.02,0,     0.00
Themis Medicare Limited,    67.15,1500000,     2.43
Thermax Limited,    67.47,0,     0.00
Thirumalai Chemicals Limited,    41.95,0,     0.00
Thomas Cook  (India)  Limited,    64.91,0,     0.00
Thomas Scott (India) Limited,    60.12,0,     0.00
Thyrocare Technologies Limited,    71.11,37656092,   100.00
Tide Water Oil Company (India) Limited,    64.73,0,     0.00
Tijaria Polypipes Limited,    35.16,0,     0.00
Tilaknagar Industries Limited,    40.19,0,     0.00
Time Technoplast Limited,    51.56,0,     0.00
Times Guaranty Limited,    74.92,0,     0.00
Timken India Limited,    57.70,0,     0.00
Tirupati Forge Limited,    57.69,0,     0.00
Titan Company Limited,    52.98,0,     0.00
Tokyo Plast International Limited,    63.65,0,     0.00
Torrent Pharmaceuticals Limited,    71.25,0,     0.00
Torrent Power Limited,    53.57,0,     0.00
Tourism Finance Corporation of India Limited,     8.04,0,     0.00
Transformers And Rectifiers (India) Limited,    69.65,22100000,    22.26
Transport Corporation of India Limited,    68.92,0,     0.00
Transwarranty Finance Limited,    61.85,0,     0.00
Tree House Education & Accessories Limited,    20.54,8642169,    99.45
Trent Limited,    37.01,0,     0.00
Trident Limited,    74.44,0,     0.00
Trigyn Technologies Limited,    44.51,0,     0.00
Triveni Engineering & Industries Limited,    60.98,0,     0.00
Triveni Turbine Limited,    55.84,0,     0.00
TruCap Finance Limited,    47.38,28525266,    51.50
Tube Investments of India Limited,    45.10,13000,     0.01
Tulsi Extrusions Limited,    25.88,3400000,    47.79
Tvs Supply Chain Solutions Limited,    43.13,15850000,     8.35
UCAL LIMITED,    70.28,0,     0.00
UCO Bank,    95.39,,
UFLEX Limited,    44.58,1360000,     4.22
UFO Moviez India Limited,    22.47,2266417,    26.15
UNO Minda Limited,    68.76,0,     0.00
UPL Limited,    32.35,0,     0.00
UltraTech Cement Limited,    60.13,0,     0.00
Uma Exports Limited,    72.51,0,     0.00
Unichem Laboratories Limited,    70.22,0,     0.00
Union Bank of India,    74.76,0,     0.00
Uniparts India Limited,    66.49,0,     0.00
Uniphos Enterprises Limited,    73.78,0,     0.00
Uniply Industries Limited,    14.44,3218475,    13.29
Unitech Limited,     5.13,5001000,     3.72
United Breweries Limited,    70.83,23229954,    12.40
United Drilling Tools Limited,    74.65,0,     0.00
United Spirits Limited,    56.67,4883705,     1.18
Unity Infraprojects Limited,    60.30,72863784,    99.97
Univa Foods Limited,     0.00,0,
Universal Cables Limited,    61.89,0,     0.00
Uravi T and Wedge Lamps Limited,    72.73,3187600,    39.85
Usha Martin Education & Solutions Limited,    42.09,0,     0.00
Usha Martin Limited,    46.86,0,     0.00
Uttam Sugar Mills Limited,    73.70,0,     0.00
V-Mart Retail Limited,    44.33,0,     0.00
V.S.T Tillers Tractors Limited,    55.63,0,     0.00
V2 Retail Limited,    54.28,0,     0.00
VA Tech Wabag Limited,    19.13,0,     0.00
VIP Clothing Limited,    49.59,7154412,    17.47
VIP Industries Limited,    51.76,0,     0.00
VLS Finance Limited,    50.84,0,     0.00
VRL Logistics Limited,    60.24,0,     0.00
VST Industries Limited,    32.53,0,     0.00
Vadilal Industries Limited,    64.73,2000,     0.04
Vaibhav Global Limited,    57.29,0,     0.00
Vakrangee Limited,    42.60,35000000,     7.75
Valecha Engineering Limited,    18.09,500000,    12.26
Valiant Organics Limited,    37.77,21559,     0.21
Valor Estate Limited,    47.44,101409641,    39.75
Value Industries Limited,    46.76,0,     0.00
Vardhman Acrylics Limited,    74.97,0,     0.00
Vardhman Holdings Limited,    74.90,0,     0.00
Vardhman Polytex Limited,    49.14,10931202,    81.52
Vardhman Special Steels Limited,    60.56,0,     0.00
Vardhman Textiles Limited,    64.13,0,     0.00
Varun Beverages Limited,    62.91,316408,     0.04
Vascon Engineers Limited,    31.62,19517124,    27.89
Vaswani Industries Limited,    58.33,0,     0.00
Vedanta Limited,    62.13,2302670693,    99.70
Venky's (India) Limited,    56.11,0,     0.00
Venus Remedies Limited,    41.76,0,     0.00
Veranda Learning Solutions Limited,    53.63,36469650,    98.27
Vesuvius India Limited,    55.57,0,     0.00
Videocon Industries Limited,    39.95,133264547,    99.75
Viji Finance Limited,    49.63,0,     0.00
Vikas EcoTech Limited,    13.58,4068515,     2.16
Vikas Lifecare Limited,    11.85,68000,     0.03
Vimta Labs Limited,    36.92,0,     0.00
Vinati Organics Limited,    74.28,650000,     0.84
Vindhya Telelinks Limited,    43.54,0,     0.00
Vinny Overseas Limited,    71.87,0,     0.00
Vinyl Chemicals (India) Limited,    50.41,0,     0.00
Vipul Limited,    60.52,10350000,    14.25
Virinchi Limited,    37.29,3906679,    11.15
Visa Steel Limited,    48.27,44387167,    79.42
Visagar Polytex Limited,     5.63,13800000,    83.69
Visaka Industries Limited,    48.42,5080000,    12.14
Visesh Infotecnics Limited,     1.95,0,     0.00
Vishnu Chemicals Limited,    68.36,1720000,     3.84
Vishwaraj Sugar Industries Limited,    33.69,0,     0.00
Visu International Limited,    14.42,0,     0.00
Vivimed Labs Limited,    20.94,6435933,    37.06
Vodafone Idea Limited,    48.91,0,     0.00
Voltamp Transformers Limited,    38.00,0,     0.00
Voltas Limited,    30.30,0,     0.00
W S Industries (I) Limited,    58.53,0,     0.00
Walchandnagar Industries Limited,    31.55,11042285,    63.16
Wanbury Limited,    39.79,9257561,    71.05
Websol Energy System Limited,    27.71,9289262,    79.44
Weizmann Limited,    67.87,0,     0.00
Welspun Corp Limited,    50.17,0,     0.00
Welspun Enterprises Limited,    55.89,0,     0.00
Welspun Investments and Commercials Limited,    74.58,0,     0.00
Welspun Living Limited,    71.51,0,     0.00
Wendt (India) Limited,    75.00,0,     0.00
West Coast Paper Mills Limited,    56.53,0,     0.00
Wheels India Limited,    58.31,0,     0.00
Whirlpool of India Limited,    51.00,0,     0.00
Williamson Magor & Company Limited,    62.01,0,     0.00
Windsor Machines Limited,    58.52,0,     0.00
Winsome Yarns Limited,    38.67,25979609,    95.03
Wipro Limited,    73.00,0,     0.00
Wockhardt Limited,    51.60,41874800,    52.90
Wonderla Holidays Limited,    69.74,0,     0.00
Xchanging Solutions Limited,    75.00,0,     0.00
Xpro India Limited,    42.46,0,     0.00
Yaari Digital Integrated Services Limited,    29.20,0,     0.00
Yasho Industries Limited,    71.92,2950,     0.04
Yatharth Hospital & Trauma Care Services Limited,    66.54,0,     0.00
Yes Bank Limited,     0.00,,
ZF Commercial Vehicle Control Systems India Limited,    75.00,0,     0.00
ZUARI INDUSTRIES LIMITED,    56.81,0,     0.00
Zee Entertainment Enterprises Limited,     3.99,2060000,     5.38
Zee Learn Limited,    15.05,14313500,    29.16
Zee Media Corporation Limited,     0.07,0,     0.00
Zen Technologies Limited,    55.69,0,     0.00
Zenith Exports Limited,    51.75,,
Zenith Steel Pipes & Industries Limited,    15.64,45000,     0.20
Zensar Technologies Limited,    49.21,10000,     0.01
Zicom Electronic Security Systems Limited,     4.38,925000,    51.26
Zodiac Clothing Company Limited,    71.40,0,     0.00
Zota Health Care LImited,    66.15,48700,     0.28
Zuari Agro Chemicals Limited,    65.28,10638477,    38.75
Zydus Lifesciences Limited,    74.98,0,     0.00
Zydus Wellness Limited,    69.62,0,     0.00
eClerx Services Limited,    55.27,0,     0.00
